softID,hardID,geom_i,geom_j,G-APD,V_op,crate,board,patch,CHID,pos_X,pos_Y
0,1036,0,0,957,70.59,1,0,3,393,0,0.5
1,1033,0,1,997,70622,1,0,3,390,0,-0.5
2,1034,-1,0,1087,70.59,1,0,3,391,-0.87,0
3,1037,-1,-1,844,70.59,1,0,3,394,-0.87,1
4,3020,0,-1,769,70592,3,0,2,1098,0,1.5
5,1038,1,-1,923,70.59,1,0,3,395,0.87,1
6,1035,1,0,977,70.59,1,0,3,392,0.87,0
7,1032,1,1,1107,70622,1,0,3,389,0.87,-1
8,1030,0,2,915,70622,1,0,3,387,0,-1.5
9,1031,-1,1,777,70622,1,0,3,388,-0.87,-1
10,1028,-2,1,906,70707,1,0,2,386,-1.73,-0.5
11,2732,-2,0,1090,70677,2,7,3,1001,-1.73,0.5
12,2735,-2,-1,1200,70688,2,7,3,1004,-1.73,1.5
13,3021,-1,-2,1338,70592,3,0,2,1099,-0.87,2
14,3023,0,-2,794,70592,3,0,2,1101,0,2.5
15,3022,1,-2,985,70592,3,0,2,1100,0.87,2
16,3034,2,-1,898,70.62,3,0,3,1111,1.73,1.5
17,3031,2,0,900,70.62,3,0,3,1108,1.73,0.5
18,737,2,1,465,70794,0,7,3,286,1.73,-0.5
19,734,2,2,513,70794,0,7,3,283,1.73,-1.5
20,1018,1,2,1193,70764,1,0,1,377,0.87,-2
21,1016,0,3,466,70764,1,0,1,375,0,-2.5
22,1017,-1,2,1177,70764,1,0,1,376,-0.87,-2
23,1025,-2,2,530,70707,1,0,2,383,-1.73,-1.5
24,1026,-3,1,1085,70707,1,0,2,384,-2.6,-1
25,2730,-3,0,802,70677,2,7,3,999,-2.6,0
26,2733,-3,-1,916,70677,2,7,3,1002,-2.6,1
27,2736,-3,-2,954,70688,2,7,3,1005,-2.6,2
28,2738,-2,-2,932,70688,2,7,3,1007,-1.73,2.5
29,3024,-1,-3,1088,70574,3,0,2,1102,-0.87,3
30,3026,0,-3,907,70574,3,0,2,1104,0,3.5
31,3025,1,-3,778,70574,3,0,2,1103,0.87,3
32,3037,2,-2,1089,70.62,3,0,3,1114,1.73,2.5
33,3036,3,-2,561,70.62,3,0,3,1113,2.6,2
34,3033,3,-1,940,70.62,3,0,3,1110,2.6,1
35,3030,3,0,929,70.62,3,0,3,1107,2.6,0
36,736,3,1,563,70794,0,7,3,285,2.6,-1
37,733,3,2,1197,70721,0,7,3,282,2.6,-2
38,731,2,3,899,70721,0,7,3,280,1.73,-2.5
39,1015,1,3,1195,70764,1,0,1,374,0.87,-3
40,1013,0,4,159,70735,1,0,1,372,0,-3.5
41,1014,-1,3,157,70764,1,0,1,373,-0.87,-3
42,1022,-2,3,896,70763,1,0,2,380,-1.73,-2.5
43,1023,-3,2,911,70763,1,0,2,381,-2.6,-2
44,1024,-4,2,522,70707,1,0,2,382,-3.46,-1.5
45,1027,-4,1,556,70707,1,0,2,385,-3.46,-0.5
46,2731,-4,0,856,70677,2,7,3,1000,-3.46,0.5
47,2734,-4,-1,927,70688,2,7,3,1003,-3.46,1.5
48,2737,-4,-2,946,70688,2,7,3,1006,-3.46,2.5
49,2720,-3,-3,453,70879,2,7,2,990,-2.6,3
50,2722,-2,-3,883,70879,2,7,2,992,-1.73,3.5
51,3027,-1,-4,937,70574,3,0,2,1105,-0.87,4
52,3010,0,-4,1184,70819,3,0,1,1089,0,4.5
53,3028,1,-4,886,70574,3,0,2,1106,0.87,4
54,3111,2,-3,799,70754,3,1,1,1126,1.73,3.5
55,3110,3,-3,419,70754,3,1,1,1125,2.6,3
56,3038,4,-2,528,70.62,3,0,3,1115,3.46,2.5
57,3035,4,-1,878,70.62,3,0,3,1112,3.46,1.5
58,3032,4,0,986,70.62,3,0,3,1109,3.46,0.5
59,738,4,1,514,70794,0,7,3,287,3.46,-0.5
60,735,4,2,1198,70794,0,7,3,284,3.46,-1.5
61,732,4,3,842,70721,0,7,3,281,3.46,-2.5
62,730,3,3,922,70721,0,7,3,279,2.6,-3
63,727,2,4,1051,70872,0,7,2,277,1.73,-3.5
64,1012,1,4,314,70735,1,0,1,371,0.87,-4
65,1010,0,5,904,70735,1,0,1,369,0,-4.5
66,1011,-1,4,458,70735,1,0,1,370,-0.87,-4
67,1118,-2,4,1382,70873,1,1,1,413,-1.73,-3.5
68,1020,-3,3,307,70763,1,0,2,378,-2.6,-3
69,1021,-4,3,919,70763,1,0,2,379,-3.46,-2.5
70,1128,-5,2,797,70964,1,1,2,422,-4.33,-2
71,1132,-5,1,206,70864,1,1,3,425,-4.33,-1
72,1135,-5,0,1335,70.87,1,1,3,428,-4.33,0
73,1138,-5,-1,1394,70.87,1,1,3,431,-4.33,1
74,2712,-5,-2,310,70894,2,7,1,983,-4.33,2
75,2715,-5,-3,170,70904,2,7,1,986,-4.33,3
76,2721,-4,-3,494,70879,2,7,2,991,-3.46,3.5
77,2723,-3,-4,1082,70879,2,7,2,993,-2.6,4
78,2725,-2,-4,1093,70794,2,7,2,995,-1.73,4.5
79,3011,-1,-5,156,70819,3,0,1,1090,-0.87,5
80,3013,0,-5,1153,70819,3,0,1,1092,0,5.5
81,3012,1,-5,435,70819,3,0,1,1091,0.87,5
82,3114,2,-4,1158,70796,3,1,1,1129,1.73,4.5
83,3113,3,-4,941,70754,3,1,1,1128,2.6,4
84,3112,4,-3,901,70754,3,1,1,1127,3.46,3.5
85,3124,5,-3,443,70926,3,1,2,1138,4.33,3
86,3121,5,-2,942,70916,3,1,2,1135,4.33,2
87,3137,5,-1,1100,70808,3,1,3,1150,4.33,1
88,3134,5,0,925,70808,3,1,3,1147,4.33,0
89,3131,5,1,445,70852,3,1,3,1144,4.33,-1
90,707,5,2,331,70951,0,7,0,259,4.33,-2
91,704,5,3,1168,70951,0,7,0,256,4.33,-3
92,728,4,4,1157,70872,0,7,2,278,3.46,-3.5
93,726,3,4,909,70872,0,7,2,276,2.6,-4
94,724,2,5,791,70872,0,7,2,274,1.73,-4.5
95,1008,1,5,2283,70895,1,0,0,368,0.87,-5
96,1006,0,6,173,70895,1,0,0,366,0,-5.5
97,1007,-1,5,2301,70895,1,0,0,367,-0.87,-5
98,1115,-2,5,1189,70873,1,1,1,410,-1.73,-4.5
99,1116,-3,4,1343,70873,1,1,1,411,-2.6,-4
100,1117,-4,4,1345,70873,1,1,1,412,-3.46,-3.5
101,1125,-5,3,1143,70964,1,1,2,419,-4.33,-3
102,1126,-6,3,2285,70964,1,1,2,420,-5.2,-2.5
103,1130,-6,2,1104,70864,1,1,3,423,-5.2,-1.5
104,1133,-6,1,1091,70864,1,1,3,426,-5.2,-0.5
105,1136,-6,0,1392,70.87,1,1,3,429,-5.2,0.5
106,2710,-6,-1,491,70894,2,7,1,981,-5.2,1.5
107,2713,-6,-2,918,70894,2,7,1,984,-5.2,2.5
108,2716,-6,-3,356,70904,2,7,1,987,-5.2,3.5
109,2718,-5,-4,1388,70904,2,7,1,989,-4.33,4
110,2724,-4,-4,1110,70794,2,7,2,994,-3.46,4.5
111,2726,-3,-5,467,70794,2,7,2,996,-2.6,5
112,2728,-2,-5,1325,70794,2,7,2,998,-1.73,5.5
113,3014,-1,-6,1181,70818,3,0,1,1093,-0.87,6
114,3016,0,-6,1154,70818,3,0,1,1095,0,6.5
115,3015,1,-6,890,70818,3,0,1,1094,0.87,6
116,3117,2,-5,496,70796,3,1,1,1132,1.73,5.5
117,3116,3,-5,1188,70796,3,1,1,1131,2.6,5
118,3115,4,-4,1174,70796,3,1,1,1130,3.46,4.5
119,3127,5,-4,1167,70926,3,1,2,1141,4.33,4
120,3126,6,-3,775,70926,3,1,2,1140,5.2,3.5
121,3123,6,-2,2291,70916,3,1,2,1137,5.2,2.5
122,3120,6,-1,2294,70916,3,1,2,1134,5.2,1.5
123,3136,6,0,1092,70808,3,1,3,1149,5.2,0.5
124,3133,6,1,807,70852,3,1,3,1146,5.2,-0.5
125,3130,6,2,315,70852,3,1,3,1143,5.2,-1.5
126,706,6,3,2300,70951,0,7,0,258,5.2,-2.5
127,703,6,4,421,70948,0,7,0,255,5.2,-3.5
128,701,5,4,2296,70948,0,7,0,253,4.33,-4
129,725,4,5,902,70872,0,7,2,275,3.46,-4.5
130,723,3,5,483,70928,0,7,2,273,2.6,-5
131,721,2,6,210,70928,0,7,2,271,1.73,-5.5
132,1005,1,6,1037,70895,1,0,0,365,0.87,-6
133,1003,0,7,806,70907,1,0,0,363,0,-6.5
134,1004,-1,6,1170,70895,1,0,0,364,-0.87,-6
135,1112,-2,6,1286,70861,1,1,1,407,-1.73,-5.5
136,1113,-3,5,1332,70861,1,1,1,408,-2.6,-5
137,1114,-4,5,933,70873,1,1,1,409,-3.46,-4.5
138,1122,-5,4,2287,70907,1,1,2,416,-4.33,-4
139,1123,-6,4,306,70907,1,1,2,417,-5.2,-3.5
140,1124,-7,3,892,70964,1,1,2,418,-6.06,-3
141,1127,-7,2,334,70964,1,1,2,421,-6.06,-2
142,1131,-7,1,1333,70864,1,1,3,424,-6.06,-1
143,1134,-7,0,1185,70.87,1,1,3,427,-6.06,0
144,1137,-7,-1,1180,70.87,1,1,3,430,-6.06,1
145,2711,-7,-2,773,70894,2,7,1,982,-6.06,2
146,2714,-7,-3,166,70904,2,7,1,985,-6.06,3
147,2717,-7,-4,429,70904,2,7,1,988,-6.06,4
148,2700,-6,-4,798,70993,2,7,0,972,-5.2,4.5
149,2702,-5,-5,808,70993,2,7,0,974,-4.33,5
150,2727,-4,-5,1346,70794,2,7,2,997,-3.46,5.5
151,2830,-3,-6,2281,70926,2,8,3,1035,-2.6,6
152,2832,-2,-6,339,70926,2,8,3,1037,-1.73,6.5
153,3017,-1,-7,1159,70818,3,0,1,1096,-0.87,7
154,3000,0,-7,887,71054,3,0,0,1080,0,7.5
155,3018,1,-7,1192,70818,3,0,1,1097,0.87,7
156,3101,2,-6,789,70876,3,1,0,1117,1.73,6.5
157,3100,3,-6,1163,70876,3,1,0,1116,2.6,6
158,3118,4,-5,1086,70796,3,1,1,1133,3.46,5.5
159,3411,5,-5,1970,70921,3,4,1,1234,4.33,5
160,3410,6,-4,1958,70921,3,4,1,1233,5.2,4.5
161,3128,7,-4,179,70926,3,1,2,1142,6.06,4
162,3125,7,-3,497,70926,3,1,2,1139,6.06,3
163,3122,7,-2,2297,70916,3,1,2,1136,6.06,2
164,3138,7,-1,1103,70808,3,1,3,1151,6.06,1
165,3135,7,0,1081,70808,3,1,3,1148,6.06,0
166,3132,7,1,473,70852,3,1,3,1145,6.06,-1
167,708,7,2,781,70951,0,7,0,260,6.06,-2
168,705,7,3,2298,70951,0,7,0,257,6.06,-3
169,702,7,4,874,70948,0,7,0,254,6.06,-4
170,700,6,5,2295,70948,0,7,0,252,5.2,-4.5
171,717,5,5,782,71102,0,7,1,268,4.33,-5
172,722,4,6,456,70928,0,7,2,272,3.46,-5.5
173,720,3,6,1106,70928,0,7,2,270,2.6,-6
174,837,2,7,389,71042,0,8,3,322,1.73,-6.5
175,1002,1,7,1162,70907,1,0,0,362,0.87,-7
176,1000,0,8,934,70907,1,0,0,360,0,-7.5
177,1001,-1,7,2286,70907,1,0,0,361,-0.87,-7
178,1108,-2,7,871,71076,1,1,0,404,-1.73,-6.5
179,1110,-3,6,1190,70861,1,1,1,405,-2.6,-6
180,1111,-4,6,1186,70861,1,1,1,406,-3.46,-5.5
181,1418,-5,5,1342,71045,1,4,1,521,-4.33,-5
182,1120,-6,5,2299,70907,1,1,2,414,-5.2,-4.5
183,1121,-7,4,2284,70907,1,1,2,415,-6.06,-4
184,1408,-8,4,1212,71085,1,4,0,512,-6.93,-3.5
185,1432,-8,3,776,71003,1,4,3,533,-6.93,-2.5
186,1435,-8,2,881,71057,1,4,3,536,-6.93,-1.5
187,1438,-8,1,353,71057,1,4,3,539,-6.93,-0.5
188,2522,-8,0,200,70956,2,5,2,920,-6.93,0.5
189,2525,-8,-1,176,71083,2,5,2,923,-6.93,1.5
190,2528,-8,-2,1640,71083,2,5,2,926,-6.93,2.5
191,2512,-8,-3,1611,71023,2,5,1,911,-6.93,3.5
192,2515,-8,-4,616,71072,2,5,1,914,-6.93,4.5
193,2701,-7,-5,1171,70993,2,7,0,973,-6.06,5
194,2703,-6,-5,1169,70993,2,7,0,975,-5.2,5.5
195,2705,-5,-6,2282,70985,2,7,0,977,-4.33,6
196,2831,-4,-6,199,70926,2,8,3,1036,-3.46,6.5
197,2833,-3,-7,345,70926,2,8,3,1038,-2.6,7
198,2835,-2,-7,884,70962,2,8,3,1040,-1.73,7.5
199,3001,-1,-8,416,71054,3,0,0,1081,-0.87,8
200,3003,0,-8,1031,71054,3,0,0,1083,0,8.5
201,3002,1,-8,768,71054,3,0,0,1082,0.87,8
202,3104,2,-7,434,70857,3,1,0,1120,1.73,7.5
203,3103,3,-7,1954,70876,3,1,0,1119,2.6,7
204,3102,4,-6,1973,70876,3,1,0,1118,3.46,6.5
205,3414,5,-6,1638,70936,3,4,1,1237,4.33,6
206,3413,6,-5,1628,70921,3,4,1,1236,5.2,5.5
207,3412,7,-5,2302,70921,3,4,1,1235,6.06,5
208,3404,8,-4,827,71037,3,4,0,1228,6.93,4.5
209,3401,8,-3,449,71018,3,4,0,1225,6.93,3.5
210,3437,8,-2,804,70957,3,4,3,1258,6.93,2.5
211,3434,8,-1,422,70957,3,4,3,1255,6.93,1.5
212,3431,8,0,1029,71,3,4,3,1252,6.93,0.5
213,527,8,1,772,71.06,0,5,2,205,6.93,-0.5
214,524,8,2,872,71.06,0,5,2,202,6.93,-1.5
215,521,8,3,834,71077,0,5,2,199,6.93,-2.5
216,517,8,4,1331,71283,0,5,1,196,6.93,-3.5
217,514,8,5,1247,71283,0,5,1,193,6.93,-4.5
218,718,7,5,814,71102,0,7,1,269,6.06,-5
219,716,6,6,1726,71102,0,7,1,267,5.2,-5.5
220,714,5,6,1289,71102,0,7,1,265,4.33,-6
221,838,4,7,1963,71042,0,8,3,323,3.46,-6.5
222,836,3,7,1269,71042,0,8,3,321,2.6,-7
223,834,2,8,146,71042,0,8,3,319,1.73,-7.5
224,938,1,8,1681,71202,0,9,3,359,0.87,-8
225,936,0,9,1217,71202,0,9,3,357,0,-8.5
226,937,-1,8,1341,71202,0,9,3,358,-0.87,-8
227,1105,-2,8,822,71076,1,1,0,401,-1.73,-7.5
228,1106,-3,7,1021,71076,1,1,0,402,-2.6,-7
229,1107,-4,7,354,71076,1,1,0,403,-3.46,-6.5
230,1415,-5,6,1391,71045,1,4,1,518,-4.33,-6
231,1416,-6,6,1317,71045,1,4,1,519,-5.2,-5.5
232,1417,-7,5,1285,71045,1,4,1,520,-6.06,-5
233,1405,-8,5,1965,71085,1,4,0,509,-6.93,-4.5
234,1406,-9,4,1729,71085,1,4,0,510,-7.79,-4
235,1430,-9,3,803,71003,1,4,3,531,-7.79,-3
236,1433,-9,2,885,71003,1,4,3,534,-7.79,-2
237,1436,-9,1,869,71057,1,4,3,537,-7.79,-1
238,2520,-9,0,829,70956,2,5,2,918,-7.79,0
239,2523,-9,-1,858,70956,2,5,2,921,-7.79,1
240,2526,-9,-2,208,71083,2,5,2,924,-7.79,2
241,2510,-9,-3,649,71023,2,5,1,909,-7.79,3
242,2513,-9,-4,1631,71023,2,5,1,912,-7.79,4
243,2516,-9,-5,859,71072,2,5,1,915,-7.79,5
244,2518,-8,-5,1324,71072,2,5,1,917,-6.93,5.5
245,2704,-7,-6,1385,70985,2,7,0,976,-6.06,6
246,2706,-6,-6,800,70985,2,7,0,978,-5.2,6.5
247,2708,-5,-7,303,70985,2,7,0,980,-4.33,7
248,2834,-4,-7,876,70962,2,8,3,1039,-3.46,7.5
249,2836,-3,-8,1135,70962,2,8,3,1041,-2.6,8
250,2838,-2,-8,1161,70962,2,8,3,1043,-1.73,8.5
251,3004,-1,-9,1334,71012,3,0,0,1084,-0.87,9
252,3006,0,-9,1618,71012,3,0,0,1086,0,9.5
253,3005,1,-9,1369,71012,3,0,0,1085,0.87,9
254,3107,2,-8,493,70857,3,1,0,1123,1.73,8.5
255,3106,3,-8,1032,70857,3,1,0,1122,2.6,8
256,3105,4,-7,788,70857,3,1,0,1121,3.46,7.5
257,3417,5,-7,180,70936,3,4,1,1240,4.33,7
258,3416,6,-6,1642,70936,3,4,1,1239,5.2,6.5
259,3415,7,-6,1639,70936,3,4,1,1238,6.06,6
260,3407,8,-5,982,71037,3,4,0,1231,6.93,5.5
261,3406,9,-5,877,71037,3,4,0,1230,7.79,5
262,3403,9,-4,1259,71018,3,4,0,1227,7.79,4
263,3400,9,-3,1641,71018,3,4,0,1224,7.79,3
264,3436,9,-2,857,70957,3,4,3,1257,7.79,2
265,3433,9,-1,350,71,3,4,3,1254,7.79,1
266,3430,9,0,340,71,3,4,3,1251,7.79,0
267,526,9,1,150,71.06,0,5,2,204,7.79,-1
268,523,9,2,873,71077,0,5,2,201,7.79,-2
269,520,9,3,780,71077,0,5,2,198,7.79,-3
270,516,9,4,425,71283,0,5,1,195,7.79,-4
271,513,9,5,605,71162,0,5,1,192,7.79,-5
272,511,8,6,439,71162,0,5,1,190,6.93,-5.5
273,715,7,6,1720,71102,0,7,1,266,6.06,-6
274,713,6,7,1038,71113,0,7,1,264,5.2,-6.5
275,711,5,7,831,71113,0,7,1,262,4.33,-7
276,835,4,8,304,71042,0,8,3,320,3.46,-7.5
277,833,3,8,1267,70974,0,8,3,318,2.6,-8
278,831,2,9,420,70974,0,8,3,316,1.73,-8.5
279,935,1,9,974,71202,0,9,3,356,0.87,-9
280,933,0,10,624,71178,0,9,3,354,0,-9.5
281,934,-1,9,667,71202,0,9,3,355,-0.87,-9
282,1102,-2,9,1684,71094,1,1,0,398,-1.73,-8.5
283,1103,-3,8,364,71094,1,1,0,399,-2.6,-8
284,1104,-4,8,641,71076,1,1,0,400,-3.46,-7.5
285,1412,-5,7,711,71052,1,4,1,515,-4.33,-7
286,1413,-6,7,1133,71052,1,4,1,516,-5.2,-6.5
287,1414,-7,6,346,71045,1,4,1,517,-6.06,-6
288,1402,-8,6,1359,71103,1,4,0,506,-6.93,-5.5
289,1403,-9,5,1718,71103,1,4,0,507,-7.79,-5
290,1404,-10,5,1957,71085,1,4,0,508,-8.66,-4.5
291,1407,-10,4,744,71085,1,4,0,511,-8.66,-3.5
292,1431,-10,3,1309,71003,1,4,3,532,-8.66,-2.5
293,1434,-10,2,338,71057,1,4,3,535,-8.66,-1.5
294,1437,-10,1,197,71057,1,4,3,538,-8.66,-0.5
295,2521,-10,0,1127,70956,2,5,2,919,-8.66,0.5
296,2524,-10,-1,172,71083,2,5,2,922,-8.66,1.5
297,2527,-10,-2,355,71083,2,5,2,925,-8.66,2.5
298,2511,-10,-3,1378,71023,2,5,1,910,-8.66,3.5
299,2514,-10,-4,441,71072,2,5,1,913,-8.66,4.5
300,2517,-10,-5,1321,71072,2,5,1,916,-8.66,5.5
301,2500,-9,-6,1964,71145,2,5,0,900,-7.79,6
302,2502,-8,-6,1980,71145,2,5,0,902,-6.93,6.5
303,2707,-7,-7,301,70985,2,7,0,979,-6.06,7
304,2630,-6,-7,397,71119,2,6,3,963,-5.2,7.5
305,2632,-5,-8,373,71119,2,6,3,965,-4.33,8
306,2837,-4,-8,1156,70962,2,8,3,1042,-3.46,8.5
307,2820,-3,-9,343,71159,2,8,2,1026,-2.6,9
308,2822,-2,-9,594,71159,2,8,2,1028,-1.73,9.5
309,3007,-1,-10,337,71012,3,0,0,1087,-0.87,10
310,2930,0,-10,1329,71185,2,9,3,1071,0,10.5
311,3008,1,-10,433,71012,3,0,0,1088,0.87,10
312,3231,2,-9,693,71.14,3,2,3,1180,1.73,9.5
313,3230,3,-9,344,71.14,3,2,3,1179,2.6,9
314,3108,4,-8,796,70857,3,1,0,1124,3.46,8.5
315,3331,5,-8,657,71147,3,3,3,1216,4.33,8
316,3330,6,-7,643,71147,3,3,3,1215,5.2,7.5
317,3418,7,-7,430,70936,3,4,1,1241,6.06,7
318,3531,8,-6,759,71081,3,5,3,1288,6.93,6.5
319,3530,9,-6,676,71081,3,5,3,1287,7.79,6
320,3408,10,-5,1960,71037,3,4,0,1232,8.66,5.5
321,3405,10,-4,870,71037,3,4,0,1229,8.66,4.5
322,3402,10,-3,659,71018,3,4,0,1226,8.66,3.5
323,3438,10,-2,1287,70957,3,4,3,1259,8.66,2.5
324,3435,10,-1,450,70957,3,4,3,1256,8.66,1.5
325,3432,10,0,1961,71,3,4,3,1253,8.66,0.5
326,528,10,1,861,71.06,0,5,2,206,8.66,-0.5
327,525,10,2,1649,71.06,0,5,2,203,8.66,-1.5
328,522,10,3,839,71077,0,5,2,200,8.66,-2.5
329,518,10,4,143,71283,0,5,1,197,8.66,-3.5
330,515,10,5,1735,71283,0,5,1,194,8.66,-4.5
331,512,10,6,444,71162,0,5,1,191,8.66,-5.5
332,510,9,6,436,71162,0,5,1,189,7.79,-6
333,507,8,7,335,71204,0,5,0,187,6.93,-6.5
334,712,7,7,865,71113,0,7,1,263,6.06,-7
335,710,6,8,511,71113,0,7,1,261,5.2,-7.5
336,637,5,8,830,71149,0,6,3,250,4.33,-8
337,832,4,9,760,70974,0,8,3,317,3.46,-8.5
338,830,3,9,1022,70974,0,8,3,315,2.6,-9
339,827,2,10,728,71137,0,8,2,313,1.73,-9.5
340,932,1,10,1376,71178,0,9,3,353,0.87,-10
341,930,0,11,1229,71178,0,9,3,351,0,-10.5
342,931,-1,10,608,71178,0,9,3,352,-0.87,-10
343,1238,-2,10,1992,71117,1,2,3,467,-1.73,-9.5
344,1100,-3,9,381,71094,1,1,0,396,-2.6,-9
345,1101,-4,9,431,71094,1,1,0,397,-3.46,-8.5
346,1338,-5,8,1002,71145,1,3,3,503,-4.33,-8
347,1410,-6,8,825,71052,1,4,1,513,-5.2,-7.5
348,1411,-7,7,1632,71052,1,4,1,514,-6.06,-7
349,1538,-8,7,613,71202,1,5,3,575,-6.93,-6.5
350,1400,-9,6,1278,71103,1,4,0,504,-7.79,-6
351,1401,-10,6,351,71103,1,4,0,505,-8.66,-5.5
352,1638,-11,5,1897,71202,1,6,3,611,-9.53,-5
353,1422,-11,4,1280,71128,1,4,2,524,-9.53,-4
354,1425,-11,3,691,71131,1,4,2,527,-9.53,-3
355,1428,-11,2,1028,71131,1,4,2,530,-9.53,-2
356,2532,-11,1,683,71039,2,5,3,929,-9.53,-1
357,2535,-11,0,1336,71091,2,5,3,932,-9.53,0
358,2538,-11,-1,727,71091,2,5,3,935,-9.53,1
359,2322,-11,-2,1728,71198,2,3,2,848,-9.53,2
360,2325,-11,-3,793,71169,2,3,2,851,-9.53,3
361,2328,-11,-4,1367,71169,2,3,2,854,-9.53,4
362,2232,-11,-5,601,71207,2,2,3,821,-9.53,5
363,2235,-11,-6,1653,71213,2,2,3,824,-9.53,6
364,2501,-10,-6,1969,71145,2,5,0,901,-8.66,6.5
365,2503,-9,-7,654,71145,2,5,0,903,-7.79,7
366,2505,-8,-7,668,71112,2,5,0,905,-6.93,7.5
367,2631,-7,-8,168,71119,2,6,3,964,-6.06,8
368,2633,-6,-8,424,71119,2,6,3,966,-5.2,8.5
369,2635,-5,-9,696,71086,2,6,3,968,-4.33,9
370,2821,-4,-9,582,71159,2,8,2,1027,-3.46,9.5
371,2823,-3,-10,662,71159,2,8,2,1029,-2.6,10
372,2825,-2,-10,785,71164,2,8,2,1031,-1.73,10.5
373,2931,-1,-11,841,71185,2,9,3,1072,-0.87,11
374,2933,0,-11,1131,71185,2,9,3,1074,0,11.5
375,2932,1,-11,295,71185,2,9,3,1073,0.87,11
