softID,hardID,geom_i,geom_j,G-APD,V_op,crate,board,patch,CHID,pos_X,pos_Y
376,3234,2,-10,995,71138,3,2,3,1183,1.73,10.5
377,3233,3,-10,864,71.14,3,2,3,1182,2.6,10
378,3232,4,-9,828,71.14,3,2,3,1181,3.46,9.5
379,3334,5,-9,849,71144,3,3,3,1219,4.33,9
380,3333,6,-8,787,71147,3,3,3,1218,5.2,8.5
381,3332,7,-8,694,71147,3,3,3,1217,6.06,8
382,3534,8,-7,598,71104,3,5,3,1291,6.93,7.5
383,3533,9,-7,682,71081,3,5,3,1290,7.79,7
384,3532,10,-6,670,71081,3,5,3,1289,8.66,6.5
385,3634,11,-6,1050,71225,3,6,3,1327,9.53,6
386,3631,11,-5,1349,71098,3,6,3,1324,9.53,5
387,3427,11,-4,1991,71101,3,4,2,1249,9.53,4
388,3424,11,-3,695,71101,3,4,2,1246,9.53,3
389,3421,11,-2,1646,71202,3,4,2,1243,9.53,2
390,537,11,-1,1736,71149,0,5,3,214,9.53,1
391,534,11,0,1046,71149,0,5,3,211,9.53,0
392,531,11,1,771,71145,0,5,3,208,9.53,-1
393,337,11,2,609,71118,0,3,3,142,9.53,-2
394,334,11,3,169,71118,0,3,3,139,9.53,-3
395,331,11,4,673,71148,0,3,3,136,9.53,-4
396,237,11,5,1209,71131,0,2,3,106,9.53,-5
397,234,11,6,387,71131,0,2,3,103,9.53,-6
398,508,10,7,635,71204,0,5,0,188,8.66,-6.5
399,506,9,7,1984,71204,0,5,0,186,7.79,-7
400,504,8,8,1293,71204,0,5,0,184,6.93,-7.5
401,638,7,8,327,71149,0,6,3,251,6.06,-8
402,636,6,9,868,71149,0,6,3,249,5.2,-8.5
403,634,5,9,815,71149,0,6,3,247,4.33,-9
404,828,4,10,965,71137,0,8,2,314,3.46,-9.5
405,826,3,10,720,71137,0,8,2,312,2.6,-10
406,824,2,11,165,71137,0,8,2,310,1.73,-10.5
407,928,1,11,1654,71274,0,9,2,350,0.87,-11
408,926,0,12,1126,71274,0,9,2,348,0,-11.5
409,927,-1,11,1144,71274,0,9,2,349,-0.87,-11
410,1235,-2,11,628,71117,1,2,3,464,-1.73,-10.5
411,1236,-3,10,1270,71117,1,2,3,465,-2.6,-10
412,1237,-4,10,1953,71117,1,2,3,466,-3.46,-9.5
413,1335,-5,9,735,71145,1,3,3,500,-4.33,-9
414,1336,-6,9,1201,71145,1,3,3,501,-5.2,-8.5
415,1337,-7,8,801,71145,1,3,3,502,-6.06,-8
416,1535,-8,8,1377,71202,1,5,3,572,-6.93,-7.5
417,1536,-9,7,817,71202,1,5,3,573,-7.79,-7
418,1537,-10,7,1674,71202,1,5,3,574,-8.66,-6.5
419,1635,-11,6,1288,71202,1,6,3,608,-9.53,-6
420,1636,-12,6,1129,71202,1,6,3,609,-10.39,-5.5
421,1420,-12,5,1113,71128,1,4,2,522,-10.39,-4.5
422,1423,-12,4,244,71128,1,4,2,525,-10.39,-3.5
423,1426,-12,3,863,71131,1,4,2,528,-10.39,-2.5
424,2530,-12,2,1955,71039,2,5,3,927,-10.39,-1.5
425,2533,-12,1,850,71039,2,5,3,930,-10.39,-0.5
426,2536,-12,0,447,71091,2,5,3,933,-10.39,0.5
427,2320,-12,-1,1214,71198,2,3,2,846,-10.39,1.5
428,2323,-12,-2,411,71198,2,3,2,849,-10.39,2.5
429,2326,-12,-3,816,71169,2,3,2,852,-10.39,3.5
430,2230,-12,-4,689,71207,2,2,3,819,-10.39,4.5
431,2233,-12,-5,1147,71207,2,2,3,822,-10.39,5.5
432,2236,-12,-6,1738,71213,2,2,3,825,-10.39,6.5
433,2238,-11,-7,627,71213,2,2,3,827,-9.53,7
434,2504,-10,-7,660,71112,2,5,0,904,-8.66,7.5
435,2506,-9,-8,690,71112,2,5,0,906,-7.79,8
436,2508,-8,-8,1330,71112,2,5,0,908,-6.93,8.5
437,2634,-7,-9,675,71086,2,6,3,967,-6.06,9
438,2636,-6,-9,1213,71086,2,6,3,969,-5.2,9.5
439,2638,-5,-10,1621,71086,2,6,3,971,-4.33,10
440,2824,-4,-10,751,71164,2,8,2,1030,-3.46,10.5
441,2826,-3,-11,988,71164,2,8,2,1032,-2.6,11
442,2828,-2,-11,1951,71164,2,8,2,1034,-1.73,11.5
443,2934,-1,-12,448,71134,2,9,3,1075,-0.87,12
444,2936,0,-12,1667,71134,2,9,3,1077,0,12.5
445,2935,1,-12,1203,71134,2,9,3,1076,0.87,12
446,3237,2,-11,1344,71138,3,2,3,1186,1.73,11.5
447,3236,3,-11,1279,71138,3,2,3,1185,2.6,11
448,3235,4,-10,1211,71138,3,2,3,1184,3.46,10.5
449,3337,5,-10,1634,71144,3,3,3,1222,4.33,10
450,3336,6,-9,1290,71144,3,3,3,1221,5.2,9.5
451,3335,7,-9,1023,71144,3,3,3,1220,6.06,9
452,3537,8,-8,743,71104,3,5,3,1294,6.93,8.5
453,3536,9,-8,652,71104,3,5,3,1293,7.79,8
454,3535,10,-7,365,71104,3,5,3,1292,8.66,7.5
455,3637,11,-7,1116,71225,3,6,3,1330,9.53,7
456,3636,12,-6,765,71225,3,6,3,1329,10.39,6.5
457,3633,12,-5,1048,71098,3,6,3,1326,10.39,5.5
458,3630,12,-4,699,71098,3,6,3,1323,10.39,4.5
459,3426,12,-3,1360,71101,3,4,2,1248,10.39,3.5
460,3423,12,-2,646,71202,3,4,2,1245,10.39,2.5
461,3420,12,-1,1619,71202,3,4,2,1242,10.39,1.5
462,536,12,0,1609,71149,0,5,3,213,10.39,0.5
463,533,12,1,1026,71145,0,5,3,210,10.39,-0.5
464,530,12,2,752,71145,0,5,3,207,10.39,-1.5
465,336,12,3,557,71118,0,3,3,141,10.39,-2.5
466,333,12,4,129,71148,0,3,3,138,10.39,-3.5
467,330,12,5,1967,71148,0,3,3,135,10.39,-4.5
468,236,12,6,597,71131,0,2,3,105,10.39,-5.5
469,233,12,7,349,71107,0,2,3,102,10.39,-6.5
470,231,11,7,135,71107,0,2,3,100,9.53,-7
471,505,10,8,632,71204,0,5,0,185,8.66,-7.5
472,503,9,8,1275,71149,0,5,0,183,7.79,-8
473,501,8,9,1206,71149,0,5,0,181,6.93,-8.5
474,635,7,9,852,71149,0,6,3,248,6.06,-9
475,633,6,10,812,71171,0,6,3,246,5.2,-9.5
476,631,5,10,398,71171,0,6,3,244,4.33,-10
477,825,4,11,309,71137,0,8,2,311,3.46,-10.5
478,823,3,11,1224,71.22,0,8,2,309,2.6,-11
479,821,2,12,1612,71.22,0,8,2,307,1.73,-11.5
480,925,1,12,972,71274,0,9,2,347,0.87,-12
481,923,0,13,1225,71243,0,9,2,345,0,-12.5
482,924,-1,12,636,71274,0,9,2,346,-0.87,-12
483,1232,-2,12,195,71119,1,2,3,461,-1.73,-11.5
484,1233,-3,11,1202,71119,1,2,3,462,-2.6,-11
485,1234,-4,11,432,71117,1,2,3,463,-3.46,-10.5
486,1332,-5,10,357,71116,1,3,3,497,-4.33,-10
487,1333,-6,10,779,71116,1,3,3,498,-5.2,-9.5
488,1334,-7,9,1228,71145,1,3,3,499,-6.06,-9
489,1532,-8,9,1370,71145,1,5,3,569,-6.93,-8.5
490,1533,-9,8,1664,71145,1,5,3,570,-7.79,-8
491,1534,-10,8,1033,71202,1,5,3,571,-8.66,-7.5
492,1632,-11,7,606,71213,1,6,3,605,-9.53,-7
493,1633,-12,7,440,71213,1,6,3,606,-10.39,-6.5
494,1634,-13,6,1271,71202,1,6,3,607,-11.26,-6
495,1637,-13,5,1663,71202,1,6,3,610,-11.26,-5
496,1421,-13,4,1139,71128,1,4,2,523,-11.26,-4
497,1424,-13,3,590,71131,1,4,2,526,-11.26,-3
498,1427,-13,2,981,71131,1,4,2,529,-11.26,-2
499,2531,-13,1,1975,71039,2,5,3,928,-11.26,-1
500,2534,-13,0,1322,71091,2,5,3,931,-11.26,0
501,2537,-13,-1,684,71091,2,5,3,934,-11.26,1
502,2321,-13,-2,1268,71198,2,3,2,847,-11.26,2
503,2324,-13,-3,665,71169,2,3,2,850,-11.26,3
504,2327,-13,-4,819,71169,2,3,2,853,-11.26,4
505,2231,-13,-5,767,71207,2,2,3,820,-11.26,5
506,2234,-13,-6,1230,71213,2,2,3,823,-11.26,6
507,2237,-13,-7,299,71213,2,2,3,826,-11.26,7
508,2220,-12,-7,2303,71271,2,2,2,810,-10.39,7.5
509,2222,-11,-8,69,71271,2,2,2,812,-9.53,8
510,2507,-10,-8,809,71112,2,5,0,907,-8.66,8.5
511,2430,-9,-9,980,71163,2,4,3,891,-7.79,9
512,2432,-8,-9,2311,71163,2,4,3,893,-6.93,9.5
513,2637,-7,-10,1235,71086,2,6,3,970,-6.06,10
514,2620,-6,-10,403,71154,2,6,2,954,-5.2,10.5
515,2622,-5,-11,742,71154,2,6,2,956,-4.33,11
516,2827,-4,-11,1727,71164,2,8,2,1033,-3.46,11.5
517,2810,-3,-12,658,71281,2,8,1,1017,-2.6,12
518,2812,-2,-12,489,71281,2,8,1,1019,-1.73,12.5
519,2937,-1,-13,298,71134,2,9,3,1078,-0.87,13
520,2920,0,-13,74,71229,2,9,2,1062,0,13.5
521,2938,1,-13,395,71134,2,9,3,1079,0.87,13
522,3221,2,-12,2308,71269,3,2,2,1171,1.73,12.5
523,3220,3,-12,1940,71269,3,2,2,1170,2.6,12
524,3238,4,-11,1647,71138,3,2,3,1187,3.46,11.5
525,3321,5,-11,758,71198,3,3,2,1207,4.33,11
526,3320,6,-10,1761,71198,3,3,2,1206,5.2,10.5
527,3338,7,-10,719,71144,3,3,3,1223,6.06,10
528,3521,8,-9,1977,71171,3,5,2,1279,6.93,9.5
529,3520,9,-9,1635,71171,3,5,2,1278,7.79,9
530,3538,10,-8,994,71104,3,5,3,1295,8.66,8.5
531,3621,11,-8,603,71301,3,6,2,1315,9.53,8
532,3620,12,-7,404,71301,3,6,2,1314,10.39,7.5
533,3638,13,-7,1003,71225,3,6,3,1331,11.26,7
534,3635,13,-6,631,71225,3,6,3,1328,11.26,6
535,3632,13,-5,963,71098,3,6,3,1325,11.26,5
536,3428,13,-4,824,71101,3,4,2,1250,11.26,4
537,3425,13,-3,832,71101,3,4,2,1247,11.26,3
538,3422,13,-2,1673,71202,3,4,2,1244,11.26,2
539,538,13,-1,1739,71149,0,5,3,215,11.26,1
540,535,13,0,1323,71149,0,5,3,212,11.26,0
541,532,13,1,955,71145,0,5,3,209,11.26,-1
542,338,13,2,833,71118,0,3,3,143,11.26,-2
543,335,13,3,372,71118,0,3,3,140,11.26,-3
544,332,13,4,1730,71148,0,3,3,137,11.26,-4
545,238,13,5,127,71131,0,2,3,107,11.26,-5
546,235,13,6,971,71131,0,2,3,104,11.26,-6
547,232,13,7,300,71107,0,2,3,101,11.26,-7
548,230,12,8,749,71107,0,2,3,99,10.39,-7.5
549,227,11,8,1974,71268,0,2,2,97,9.53,-8
550,502,10,9,1218,71149,0,5,0,182,8.66,-8.5
551,500,9,9,1074,71149,0,5,0,180,7.79,-9
552,437,8,10,1610,71263,0,4,3,178,6.93,-9.5
553,632,7,10,736,71171,0,6,3,245,6.06,-10
554,630,6,11,286,71171,0,6,3,243,5.2,-10.5
555,627,5,11,1655,71288,0,6,2,241,4.33,-11
556,822,4,12,133,71.22,0,8,2,308,3.46,-11.5
557,820,3,12,712,71.22,0,8,2,306,2.6,-12
558,817,2,13,291,71202,0,8,1,304,1.73,-12.5
559,922,1,13,757,71243,0,9,2,344,0.87,-13
560,920,0,14,854,71243,0,9,2,342,0,-13.5
561,921,-1,13,964,71243,0,9,2,343,-0.87,-13
562,1228,-2,13,1752,71293,1,2,2,458,-1.73,-12.5
563,1230,-3,12,405,71119,1,2,3,459,-2.6,-12
564,1231,-4,12,413,71119,1,2,3,460,-3.46,-11.5
565,1328,-5,11,656,71244,1,3,2,494,-4.33,-11
566,1330,-6,11,352,71116,1,3,3,495,-5.2,-10.5
567,1331,-7,10,838,71116,1,3,3,496,-6.06,-10
568,1528,-8,10,709,71268,1,5,2,566,-6.93,-9.5
569,1530,-9,9,983,71145,1,5,3,567,-7.79,-9
570,1531,-10,9,1122,71145,1,5,3,568,-8.66,-8.5
571,1628,-11,8,1925,71288,1,6,2,602,-9.53,-8
572,1630,-12,8,390,71213,1,6,3,603,-10.39,-7.5
573,1631,-13,7,280,71213,1,6,3,604,-11.26,-7
574,1738,-14,7,454,71294,1,7,3,647,-12.12,-6.5
575,1802,-14,6,501,71358,1,8,0,650,-12.12,-5.5
576,1805,-14,5,725,71644,1,8,0,653,-12.12,-4.5
577,1808,-14,4,1215,71644,1,8,0,656,-12.12,-3.5
578,1812,-14,3,68,71316,1,8,1,659,-12.12,-2.5
579,1815,-14,2,1947,71341,1,8,1,662,-12.12,-1.5
580,1818,-14,1,589,71341,1,8,1,665,-12.12,-0.5
581,2332,-14,0,1064,71267,2,3,3,857,-12.12,0.5
582,2335,-14,-1,1350,71.32,2,3,3,860,-12.12,1.5
583,2338,-14,-2,144,71.32,2,3,3,863,-12.12,2.5
584,2312,-14,-3,1616,71277,2,3,1,839,-12.12,3.5
585,2315,-14,-4,1911,71305,2,3,1,842,-12.12,4.5
586,2318,-14,-5,9,71305,2,3,1,845,-12.12,5.5
587,2302,-14,-6,1709,71339,2,3,0,830,-12.12,6.5
588,2305,-14,-7,1950,71285,2,3,0,833,-12.12,7.5
589,2221,-13,-8,18,71271,2,2,2,811,-11.26,8
590,2223,-12,-8,669,71271,2,2,2,813,-10.39,8.5
591,2225,-11,-9,1152,71304,2,2,2,815,-9.53,9
592,2431,-10,-9,1222,71163,2,4,3,892,-8.66,9.5
593,2433,-9,-10,587,71163,2,4,3,894,-7.79,10
594,2435,-8,-10,685,71177,2,4,3,896,-6.93,10.5
595,2621,-7,-11,642,71154,2,6,2,955,-6.06,11
596,2623,-6,-11,750,71154,2,6,2,957,-5.2,11.5
597,2625,-5,-12,1204,71168,2,6,2,959,-4.33,12
598,2811,-4,-12,661,71281,2,8,1,1018,-3.46,12.5
599,2813,-3,-13,645,71281,2,8,1,1020,-2.6,13
600,2815,-2,-13,1035,71.25,2,8,1,1022,-1.73,13.5
601,2921,-1,-14,1900,71229,2,9,2,1063,-0.87,14
602,2923,0,-14,492,71229,2,9,2,1065,0,14.5
603,2922,1,-14,488,71229,2,9,2,1064,0.87,14
604,3224,2,-13,733,71241,3,2,2,1174,1.73,13.5
605,3223,3,-13,1216,71269,3,2,2,1173,2.6,13
606,3222,4,-12,27,71269,3,2,2,1172,3.46,12.5
607,3324,5,-12,293,71178,3,3,2,1210,4.33,12
608,3323,6,-11,1936,71198,3,3,2,1209,5.2,11.5
609,3322,7,-11,697,71198,3,3,2,1208,6.06,11
610,3524,8,-10,621,71113,3,5,2,1282,6.93,10.5
611,3523,9,-10,615,71171,3,5,2,1281,7.79,10
612,3522,10,-9,382,71171,3,5,2,1280,8.66,9.5
613,3624,11,-9,1314,71276,3,6,2,1318,9.53,9
614,3623,12,-8,1295,71301,3,6,2,1317,10.39,8.5
615,3622,13,-8,653,71301,3,6,2,1316,11.26,8
616,3734,14,-7,137,71256,3,7,3,1363,12.12,7.5
617,3731,14,-6,1380,71256,3,7,3,1360,12.12,6.5
618,3807,14,-5,1261,71037,3,8,0,1375,12.12,5.5
619,3804,14,-4,1054,71037,3,8,0,1372,12.12,4.5
620,3801,14,-3,1821,71031,3,8,0,1369,12.12,3.5
621,3817,14,-2,2315,71004,3,8,1,1384,12.12,2.5
622,3814,14,-1,2312,71004,3,8,1,1381,12.12,1.5
623,3811,14,0,1219,71005,3,8,1,1378,12.12,0.5
624,327,14,1,297,71201,0,3,2,133,12.12,-0.5
625,324,14,2,1148,71201,0,3,2,130,12.12,-1.5
626,321,14,3,666,71201,0,3,2,127,12.12,-2.5
627,317,14,4,1357,71246,0,3,1,124,12.12,-3.5
628,314,14,5,686,71246,0,3,1,121,12.12,-4.5
629,311,14,6,1146,71256,0,3,1,118,12.12,-5.5
630,307,14,7,140,71.28,0,3,0,115,12.12,-6.5
631,304,14,8,1754,71.28,0,3,0,112,12.12,-7.5
632,228,13,8,393,71268,0,2,2,98,11.26,-8
633,226,12,9,1845,71268,0,2,2,96,10.39,-8.5
634,224,11,9,958,71268,0,2,2,94,9.53,-9
635,438,10,10,22,71263,0,4,3,179,8.66,-9.5
636,436,9,10,1373,71263,0,4,3,177,7.79,-10
637,434,8,11,379,71263,0,4,3,175,6.93,-10.5
638,628,7,11,1656,71288,0,6,2,242,6.06,-11
639,626,6,12,1365,71288,0,6,2,240,5.2,-11.5
640,624,5,12,1652,71288,0,6,2,238,4.33,-12
641,818,4,13,500,71202,0,8,1,305,3.46,-12.5
642,816,3,13,121,71202,0,8,1,303,2.6,-13
643,814,2,14,1208,71202,0,8,1,301,1.73,-13.5
644,908,1,14,573,71402,0,9,0,332,0.87,-14
645,906,0,15,539,71402,0,9,0,330,0,-14.5
646,907,-1,14,566,71402,0,9,0,331,-0.87,-14
647,1225,-2,14,328,71293,1,2,2,455,-1.73,-13.5
648,1226,-3,13,213,71293,1,2,2,456,-2.6,-13
649,1227,-4,13,1903,71293,1,2,2,457,-3.46,-12.5
650,1325,-5,12,855,71244,1,3,2,491,-4.33,-12
651,1326,-6,12,1355,71244,1,3,2,492,-5.2,-11.5
652,1327,-7,11,1358,71244,1,3,2,493,-6.06,-11
653,1525,-8,11,677,71268,1,5,2,563,-6.93,-10.5
654,1526,-9,10,24,71268,1,5,2,564,-7.79,-10
655,1527,-10,10,1124,71268,1,5,2,565,-8.66,-9.5
656,1625,-11,9,1067,71288,1,6,2,599,-9.53,-9
657,1626,-12,9,1710,71288,1,6,2,600,-10.39,-8.5
658,1627,-13,8,688,71288,1,6,2,601,-11.26,-8
659,1735,-14,8,1908,71294,1,7,3,644,-12.12,-7.5
660,1736,-15,7,1066,71294,1,7,3,645,-12.99,-7
661,1800,-15,6,366,71358,1,8,0,648,-12.99,-6
662,1803,-15,5,44,71358,1,8,0,651,-12.99,-5
663,1806,-15,4,746,71644,1,8,0,654,-12.99,-4
664,1810,-15,3,407,71316,1,8,1,657,-12.99,-3
665,1813,-15,2,1630,71316,1,8,1,660,-12.99,-2
666,1816,-15,1,2317,71341,1,8,1,663,-12.99,-1
667,2330,-15,0,592,71267,2,3,3,855,-12.99,0
668,2333,-15,-1,2316,71267,2,3,3,858,-12.99,1
669,2336,-15,-2,1753,71.32,2,3,3,861,-12.99,2
670,2310,-15,-3,593,71277,2,3,1,837,-12.99,3
671,2313,-15,-4,1633,71277,2,3,1,840,-12.99,4
672,2316,-15,-5,2309,71305,2,3,1,843,-12.99,5
673,2300,-15,-6,1363,71339,2,3,0,828,-12.99,6
674,2303,-15,-7,1881,71339,2,3,0,831,-12.99,7
675,2306,-15,-8,502,71285,2,3,0,834,-12.99,8
676,2308,-14,-8,507,71285,2,3,0,836,-12.12,8.5
677,2224,-13,-9,698,71304,2,2,2,814,-11.26,9
678,2226,-12,-9,1672,71304,2,2,2,816,-10.39,9.5
679,2228,-11,-10,260,71304,2,2,2,818,-9.53,10
680,2434,-10,-10,678,71177,2,4,3,895,-8.66,10.5
681,2436,-9,-11,975,71177,2,4,3,897,-7.79,11
682,2438,-8,-11,1339,71177,2,4,3,899,-6.93,11.5
683,2624,-7,-12,1150,71168,2,6,2,958,-6.06,12
684,2626,-6,-12,1340,71168,2,6,2,960,-5.2,12.5
685,2628,-5,-13,674,71168,2,6,2,962,-4.33,13
686,2814,-4,-13,1025,71.25,2,8,1,1021,-3.46,13.5
687,2816,-3,-14,1041,71.25,2,8,1,1023,-2.6,14
688,2818,-2,-14,1145,71.25,2,8,1,1025,-1.73,14.5
689,2924,-1,-15,510,71263,2,9,2,1066,-0.87,15
690,2926,0,-15,704,71263,2,9,2,1068,0,15.5
691,2925,1,-15,517,71263,2,9,2,1067,0.87,15
692,3227,2,-14,1205,71241,3,2,2,1177,1.73,14.5
693,3226,3,-14,1142,71241,3,2,2,1176,2.6,14
694,3225,4,-13,960,71241,3,2,2,1175,3.46,13.5
695,3327,5,-13,1946,71178,3,3,2,1213,4.33,13
696,3326,6,-12,583,71178,3,3,2,1212,5.2,12.5
697,3325,7,-12,579,71178,3,3,2,1211,6.06,12
698,3527,8,-11,619,71113,3,5,2,1285,6.93,11.5
699,3526,9,-11,1966,71113,3,5,2,1284,7.79,11
700,3525,10,-10,84,71113,3,5,2,1283,8.66,10.5
701,3627,11,-10,672,71276,3,6,2,1321,9.53,10
702,3626,12,-9,1783,71276,3,6,2,1320,10.39,9.5
703,3625,13,-9,1614,71276,3,6,2,1319,11.26,9
704,3737,14,-8,633,71256,3,7,3,1366,12.12,8.5
705,3736,15,-8,585,71256,3,7,3,1365,12.99,8
706,3733,15,-7,20,71256,3,7,3,1362,12.99,7
707,3730,15,-6,508,71256,3,7,3,1359,12.99,6
708,3806,15,-5,1939,71037,3,8,0,1374,12.99,5
709,3803,15,-4,1151,71031,3,8,0,1371,12.99,4
710,3800,15,-3,1125,71031,3,8,0,1368,12.99,3
711,3816,15,-2,967,71004,3,8,1,1383,12.99,2
712,3813,15,-1,1620,71005,3,8,1,1380,12.99,1
713,3810,15,0,1120,71005,3,8,1,1377,12.99,0
714,326,15,1,289,71201,0,3,2,132,12.99,-1
715,323,15,2,650,71201,0,3,2,129,12.99,-2
716,320,15,3,2305,71201,0,3,2,126,12.99,-3
717,316,15,4,1134,71246,0,3,1,123,12.99,-4
718,313,15,5,100,71256,0,3,1,120,12.99,-5
719,310,15,6,10,71256,0,3,1,117,12.99,-6
720,306,15,7,30,71.28,0,3,0,114,12.99,-7
721,303,15,8,1629,71266,0,3,0,111,12.99,-8
722,301,14,9,118,71266,0,3,0,109,12.12,-8.5
723,225,13,9,1068,71268,0,2,2,95,11.26,-9
724,223,12,10,52,71288,0,2,2,93,10.39,-9.5
725,221,11,10,565,71288,0,2,2,91,9.53,-10
726,435,10,11,1040,71263,0,4,3,176,8.66,-10.5
727,433,9,11,1956,71235,0,4,3,174,7.79,-11
728,431,8,12,1000,71235,0,4,3,172,6.93,-11.5
729,625,7,12,584,71288,0,6,2,239,6.06,-12
730,623,6,13,1648,71.25,0,6,2,237,5.2,-12.5
731,621,5,13,1615,71.25,0,6,2,235,4.33,-13
732,815,4,14,92,71202,0,8,1,302,3.46,-13.5
733,813,3,14,1036,71235,0,8,1,300,2.6,-14
734,811,2,15,476,71235,0,8,1,298,1.73,-14.5
735,905,1,15,480,71402,0,9,0,329,0.87,-15
736,903,0,16,360,71377,0,9,0,327,0,-15.5
737,904,-1,15,464,71402,0,9,0,328,-0.87,-15
