softID,hardID,geom_i,geom_j,G-APD,V_op,crate,board,patch,CHID,pos_X,pos_Y
1090,2210,-12,-13,1283,71827,2,2,1,801,-10.39,13.5
1091,2212,-11,-14,1732,71827,2,2,1,803,-9.53,14
1092,2427,-10,-14,1689,71363,2,4,2,889,-8.66,14.5
1093,2412,-9,-15,978,70687,2,4,1,875,-7.79,15
1094,2400,-8,-15,1390,70957,2,4,0,864,-6.93,15.5
1095,2617,-7,-16,638,71305,2,6,1,952,-6.06,16
1096,2600,-6,-16,1061,70882,2,6,0,936,-5.2,16.5
1097,2602,-5,-17,1084,70882,2,6,0,938,-4.33,17
1098,2807,-4,-17,1898,71369,2,8,0,1015,-3.46,17.5
1099,2910,-3,-18,284,71155,2,9,1,1053,-2.6,18
1100,2912,-2,-18,625,71155,2,9,1,1055,-1.73,18.5
1101,2915,-1,-19,1079,71228,2,9,1,1058,-0.87,19
1102,2918,0,-19,28,71228,2,9,1,1061,0,19.5
1103,2916,1,-19,1043,71228,2,9,1,1059,0.87,19
1104,2906,2,-18,559,71.43,2,9,0,1050,1.73,18.5
1105,2905,3,-18,375,71.43,2,9,0,1049,2.6,18
1106,3218,4,-17,1867,71347,3,2,1,1169,3.46,17.5
1107,3201,5,-17,318,70783,3,2,0,1153,4.33,17
1108,3200,6,-16,783,70783,3,2,0,1152,5.2,16.5
1109,3318,7,-16,558,71329,3,3,1,1205,6.06,16
1110,3300,8,-15,820,71007,3,3,0,1188,6.93,15.5
1111,3500,9,-15,950,70762,3,5,0,1260,7.79,15
1112,3518,10,-14,410,71303,3,5,1,1277,8.66,14.5
1113,3601,11,-14,376,71394,3,6,0,1297,9.53,14
1114,3600,12,-13,1854,71394,3,6,0,1296,10.39,13.5
1115,3618,13,-13,1982,71418,3,6,1,1313,11.26,13
1116,3705,14,-12,786,70768,3,7,0,1337,12.12,12.5
1117,3704,15,-12,1199,70768,3,7,0,1336,12.99,12
1118,3718,16,-11,192,71261,3,7,1,1349,13.86,11.5
1119,3700,17,-11,851,70624,3,7,0,1332,14.72,11
1120,3726,18,-10,232,71414,3,7,2,1356,15.59,10.5
1121,3908,19,-10,113,71.1,3,9,0,1412,16.45,10
1122,3906,19,-9,1806,71.1,3,9,0,1410,16.45,9
1123,3904,19,-8,1872,71.1,3,9,0,1408,16.45,8
1124,3918,19,-7,1320,71.19,3,9,1,1421,16.45,7
1125,3915,19,-6,1803,71.19,3,9,1,1418,16.45,6
1126,3912,19,-5,604,71083,3,9,1,1415,16.45,5
1127,3828,19,-4,1865,71101,3,8,2,1394,16.45,4
1128,3825,19,-3,1741,71101,3,8,2,1391,16.45,3
1129,3822,19,-2,555,71124,3,8,2,1388,16.45,2
1130,3838,19,-1,253,70999,3,8,3,1403,16.45,1
1131,3835,19,0,1826,70999,3,8,3,1400,16.45,0
1132,3832,19,1,323,71077,3,8,3,1397,16.45,-1
1133,38,19,2,1798,71343,0,0,3,35,16.45,-2
1134,35,19,3,1231,71343,0,0,3,32,16.45,-3
1135,32,19,4,60,71332,0,0,3,29,16.45,-4
1136,28,19,5,270,71409,0,0,2,26,16.45,-5
1137,25,19,6,531,71409,0,0,2,23,16.45,-6
1138,22,19,7,214,71371,0,0,2,20,16.45,-7
1139,132,19,8,1744,71307,0,1,3,65,16.45,-8
1140,130,19,9,1361,71307,0,1,3,63,16.45,-9
1141,122,19,10,1281,71.47,0,1,2,56,16.45,-10
1142,121,18,11,367,71.47,0,1,2,55,15.59,-10.5
1143,118,17,11,1294,71122,0,1,1,53,14.72,-11
1144,102,16,12,1920,71.36,0,1,0,38,13.86,-11.5
1145,100,15,12,1874,71.36,0,1,0,36,12.99,-12
1146,113,14,13,148,71.14,0,1,1,48,12.12,-12.5
1147,202,13,13,1780,71357,0,2,0,74,11.26,-13
1148,200,12,14,705,71357,0,2,0,72,10.39,-13.5
1149,418,11,14,163,70975,0,4,1,161,9.53,-14
1150,422,10,15,1298,71366,0,4,2,164,8.66,-14.5
1151,420,9,15,706,71366,0,4,2,162,7.79,-15
1152,408,8,16,1836,71542,0,4,0,152,6.93,-15.5
1153,612,7,16,1847,71382,0,6,1,227,6.06,-16
1154,610,6,17,119,71382,0,6,1,225,5.2,-16.5
1155,608,5,17,578,71276,0,6,0,224,4.33,-17
1156,802,4,18,50,71467,0,8,0,290,3.46,-17.5
1157,800,3,18,1933,71467,0,8,0,288,2.6,-18
1158,603,2,19,81,71.29,0,6,0,219,1.73,-18.5
1159,912,1,19,1831,71543,0,9,1,335,0.87,-19
1160,910,0,20,106,71543,0,9,1,333,0,-19.5
1161,911,-1,19,269,71543,0,9,1,334,-0.87,-19
1162,1203,-2,19,1666,71479,1,2,0,435,-1.73,-18.5
1163,1210,-3,18,506,71281,1,2,1,441,-2.6,-18
1164,1211,-4,18,562,71281,1,2,1,442,-3.46,-17.5
1165,1208,-5,17,112,71473,1,2,0,440,-4.33,-17
1166,1310,-6,17,1788,71359,1,3,1,477,-5.2,-16.5
1167,1311,-7,16,1722,71359,1,3,1,478,-6.06,-16
1168,1308,-8,16,716,71501,1,3,0,476,-6.93,-15.5
1169,1510,-9,15,560,71354,1,5,1,549,-7.79,-15
1170,1511,-10,15,1871,71354,1,5,1,550,-8.66,-14.5
1171,1508,-11,14,784,71024,1,5,0,548,-9.53,-14
1172,1610,-12,14,1782,71406,1,6,1,585,-10.39,-13.5
1173,1611,-13,13,1721,71406,1,6,1,586,-11.26,-13
1174,1703,-14,13,617,71206,1,7,0,615,-12.12,-12.5
1175,1710,-15,12,186,71412,1,7,1,621,-12.99,-12
1176,1711,-16,12,755,71412,1,7,1,622,-13.86,-11.5
1177,1708,-17,11,998,71251,1,7,0,620,-14.72,-11
1178,1721,-18,11,62,71507,1,7,2,631,-15.59,-10.5
1179,1722,-19,10,203,71507,1,7,2,632,-16.45,-10
1180,1723,-20,10,266,71507,1,7,2,633,-17.32,-9.5
1181,1901,-20,9,1264,71652,1,9,0,685,-17.32,-8.5
1182,1904,-20,8,33,71.51,1,9,0,688,-17.32,-7.5
1183,1907,-20,7,110,71.51,1,9,0,691,-17.32,-6.5
1184,1927,-20,6,1356,71103,1,9,2,709,-17.32,-5.5
1185,1924,-20,5,996,71103,1,9,2,706,-17.32,-4.5
1186,1921,-20,4,795,71.19,1,9,2,703,-17.32,-3.5
1187,1937,-20,3,1827,71509,1,9,3,718,-17.32,-2.5
1188,1934,-20,2,223,71509,1,9,3,715,-17.32,-1.5
1189,1931,-20,1,5,71464,1,9,3,712,-17.32,-0.5
1190,2017,-20,0,1701,71468,2,0,1,736,-17.32,0.5
1191,2014,-20,-1,1842,71468,2,0,1,733,-17.32,1.5
1192,2011,-20,-2,267,71488,2,0,1,730,-17.32,2.5
1193,2007,-20,-3,987,71149,2,0,0,727,-17.32,3.5
1194,2004,-20,-4,992,71149,2,0,0,724,-17.32,4.5
1195,2001,-20,-5,242,71.14,2,0,0,721,-17.32,5.5
1196,2130,-20,-6,12,71288,2,1,3,783,-17.32,6.5
1197,2132,-20,-7,1796,71288,2,1,3,785,-17.32,7.5
1198,2135,-20,-8,622,71354,2,1,3,788,-17.32,8.5
1199,2137,-20,-9,748,71354,2,1,3,790,-17.32,9.5
1200,2127,-19,-11,1930,71472,2,1,2,781,-16.45,11
1201,2128,-18,-11,567,71472,2,1,2,782,-15.59,11.5
1202,2111,-17,-12,1260,71582,2,1,1,766,-14.72,12
1203,2112,-16,-12,1236,71582,2,1,1,767,-13.86,12.5
1204,2116,-15,-13,1835,71596,2,1,1,771,-12.99,13
1205,2118,-14,-13,1677,71596,2,1,1,773,-12.12,13.5
1206,2211,-13,-14,1745,71827,2,2,1,802,-11.26,14
1207,2213,-12,-14,1846,71827,2,2,1,804,-10.39,14.5
1208,2410,-11,-15,1098,70687,2,4,1,873,-9.53,15
1209,2411,-10,-15,1327,70687,2,4,1,874,-8.66,15.5
1210,2401,-9,-16,1383,70957,2,4,0,865,-7.79,16
1211,2402,-8,-16,1626,70957,2,4,0,866,-6.93,16.5
1212,2601,-7,-17,459,70882,2,6,0,937,-6.06,17
1213,2603,-6,-17,1095,70882,2,6,0,939,-5.2,17.5
1214,2604,-5,-18,1099,70913,2,6,0,940,-4.33,18
1215,2606,-4,-18,1105,70913,2,6,0,942,-3.46,18.5
1216,2913,-3,-19,276,71155,2,9,1,1056,-2.6,19
1217,2917,-2,-19,1034,71228,2,9,1,1060,-1.73,19.5
1218,2908,2,-19,1233,71.43,2,9,0,1052,1.73,19.5
1219,2907,3,-19,739,71.43,2,9,0,1051,2.6,19
1220,3205,4,-18,509,70838,3,2,0,1157,3.46,18.5
1221,3204,5,-18,1182,70838,3,2,0,1156,4.33,18
1222,3203,6,-17,196,70783,3,2,0,1155,5.2,17.5
1223,3202,7,-17,437,70783,3,2,0,1154,6.06,17
1224,3302,8,-16,889,71007,3,3,0,1190,6.93,16.5
1225,3301,9,-16,1625,71007,3,3,0,1189,7.79,16
1226,3502,10,-15,161,70762,3,5,0,1262,8.66,15.5
1227,3501,11,-15,1083,70762,3,5,0,1261,9.53,15
1228,3603,12,-14,368,71394,3,6,0,1299,10.39,14.5
1229,3602,13,-14,708,71394,3,6,0,1298,11.26,14
1230,3707,14,-13,945,70768,3,7,0,1339,12.12,13.5
1231,3706,15,-13,908,70768,3,7,0,1338,12.99,13
1232,3702,16,-12,770,70624,3,7,0,1334,13.86,12.5
1233,3701,17,-12,821,70624,3,7,0,1333,14.72,12
1234,3728,18,-11,215,71414,3,7,2,1358,15.59,11.5
1235,3727,19,-11,1817,71414,3,7,2,1357,16.45,11
1236,3907,20,-9,378,71.1,3,9,0,1411,17.32,9.5
1237,3905,20,-8,1766,71.1,3,9,0,1409,17.32,8.5
1238,3902,20,-7,1822,71085,3,9,0,1406,17.32,7.5
1239,3900,20,-6,701,71085,3,9,0,1404,17.32,6.5
1240,3922,20,-5,811,70939,3,9,2,1424,17.32,5.5
1241,3925,20,-4,147,70952,3,9,2,1427,17.32,4.5
1242,3928,20,-3,1063,70952,3,9,2,1430,17.32,3.5
1243,3932,20,-2,202,71244,3,9,3,1433,17.32,2.5
1244,3935,20,-1,39,71.19,3,9,3,1436,17.32,1.5
1245,3938,20,0,753,71.19,3,9,3,1439,17.32,0.5
1246,12,20,1,73,71.49,0,0,1,11,17.32,-0.5
1247,15,20,2,524,71415,0,0,1,14,17.32,-1.5
1248,18,20,3,723,71415,0,0,1,17,17.32,-2.5
1249,2,20,4,428,71055,0,0,0,2,17.32,-3.5
1250,5,20,5,888,71044,0,0,0,5,17.32,-4.5
1251,8,20,6,867,71044,0,0,0,8,17.32,-5.5
1252,136,20,7,194,71333,0,1,3,69,17.32,-6.5
1253,134,20,8,535,71333,0,1,3,67,17.32,-7.5
1254,131,20,9,634,71307,0,1,3,64,17.32,-8.5
1255,123,20,10,1665,71.47,0,1,2,57,17.32,-9.5
1256,120,19,11,1757,71.47,0,1,2,54,16.45,-11
1257,117,18,12,939,71122,0,1,1,52,15.59,-11.5
1258,116,17,12,248,71122,0,1,1,51,14.72,-12
1259,115,16,13,290,71122,0,1,1,50,13.86,-12.5
1260,112,15,13,847,71.14,0,1,1,47,12.99,-13
1261,218,14,14,602,71.25,0,2,1,89,12.12,-13.5
1262,217,13,14,1137,71.25,0,2,1,88,11.26,-14
1263,213,12,15,1045,71201,0,2,1,84,10.39,-14.5
1264,417,11,15,442,70975,0,4,1,160,9.53,-15
1265,416,10,16,171,70975,0,4,1,159,8.66,-15.5
1266,407,9,16,1691,71542,0,4,0,151,7.79,-16
1267,406,8,17,1315,71542,0,4,0,150,6.93,-16.5
1268,404,7,17,1255,71542,0,4,0,148,6.06,-17
1269,607,6,18,139,71276,0,6,0,223,5.2,-17.5
1270,606,5,18,486,71276,0,6,0,222,4.33,-18
1271,605,4,19,1207,71276,0,6,0,221,3.46,-18.5
1272,602,3,19,272,71.29,0,6,0,218,2.6,-19
1273,600,2,20,275,71.29,0,6,0,216,1.73,-19.5
1274,1201,-2,20,732,71479,1,2,0,433,-1.73,-19.5
1275,1202,-3,19,536,71479,1,2,0,434,-2.6,-19
1276,1205,-4,19,1253,71473,1,2,0,437,-3.46,-18.5
1277,1206,-5,18,1833,71473,1,2,0,438,-4.33,-18
1278,1207,-6,18,1850,71473,1,2,0,439,-5.2,-17.5
1279,1305,-7,17,268,71501,1,3,0,473,-6.06,-17
1280,1306,-8,17,1885,71501,1,3,0,474,-6.93,-16.5
1281,1307,-9,16,263,71501,1,3,0,475,-7.79,-16
1282,1506,-10,16,348,71024,1,5,0,546,-8.66,-15.5
1283,1507,-11,15,1395,71024,1,5,0,547,-9.53,-15
1284,1603,-12,15,1047,71249,1,6,0,579,-10.39,-14.5
1285,1607,-13,14,1141,71201,1,6,0,583,-11.26,-14
1286,1608,-14,14,741,71201,1,6,0,584,-12.12,-13.5
1287,1702,-15,13,1366,71206,1,7,0,614,-12.99,-13
1288,1705,-16,13,285,71251,1,7,0,617,-13.86,-12.5
1289,1706,-17,12,1117,71251,1,7,0,618,-14.72,-12
1290,1707,-18,12,931,71251,1,7,0,619,-15.59,-11.5
1291,1720,-19,11,1888,71507,1,7,2,630,-16.45,-11
1292,1902,-21,8,1853,71652,1,9,0,686,-18.19,-8
1293,1905,-21,7,49,71.51,1,9,0,689,-18.19,-7
1294,1908,-21,6,1859,71.51,1,9,0,692,-18.19,-6
1295,1926,-21,5,1273,71103,1,9,2,708,-18.19,-5
1296,1923,-21,4,966,71.19,1,9,2,705,-18.19,-4
1297,1920,-21,3,1251,71.19,1,9,2,702,-18.19,-3
1298,1936,-21,2,1310,71509,1,9,3,717,-18.19,-2
1299,1933,-21,1,103,71464,1,9,3,714,-18.19,-1
1300,1930,-21,0,1809,71464,1,9,3,711,-18.19,0
1301,2016,-21,-1,204,71468,2,0,1,735,-18.19,1
1302,2013,-21,-2,715,71488,2,0,1,732,-18.19,2
1303,2010,-21,-3,65,71488,2,0,1,729,-18.19,3
1304,2006,-21,-4,319,71149,2,0,0,726,-18.19,4
1305,2003,-21,-5,973,71.14,2,0,0,723,-18.19,5
1306,2000,-21,-6,114,71.14,2,0,0,720,-18.19,6
1307,2131,-21,-7,451,71288,2,1,3,784,-18.19,7
1308,2133,-21,-8,1058,71288,2,1,3,786,-18.19,8
1309,2113,-17,-13,1316,71582,2,1,1,768,-14.72,13
1310,2117,-16,-13,1254,71596,2,1,1,772,-13.86,13.5
1311,2214,-15,-14,1266,71576,2,2,1,805,-12.99,14
1312,2215,-14,-14,1660,71576,2,2,1,806,-12.12,14.5
1313,2217,-13,-15,1252,71576,2,2,1,808,-11.26,15
1314,2417,-12,-15,1062,70.75,2,4,1,880,-10.39,15.5
1315,2414,-11,-16,313,70.75,2,4,1,877,-9.53,16
1316,2413,-10,-16,928,70687,2,4,1,876,-8.66,16.5
1317,2403,-9,-17,495,70957,2,4,0,867,-7.79,17
1318,2405,-8,-17,818,71075,2,4,0,869,-6.93,17.5
1319,2407,-7,-18,1386,71075,2,4,0,871,-6.06,18
1320,2605,-6,-18,894,70913,2,6,0,941,-5.2,18.5
1321,2607,-5,-19,152,70913,2,6,0,943,-4.33,19
1322,2608,-4,-19,482,70913,2,6,0,944,-3.46,19.5
1323,3208,4,-19,1389,70838,3,2,0,1160,3.46,19.5
1324,3207,5,-19,1191,70838,3,2,0,1159,4.33,19
1325,3206,6,-18,882,70838,3,2,0,1158,5.2,18.5
1326,3306,7,-18,418,70993,3,3,0,1194,6.06,18
1327,3304,8,-17,836,70993,3,3,0,1192,6.93,17.5
1328,3303,9,-17,332,71007,3,3,0,1191,7.79,17
1329,3503,10,-16,895,70762,3,5,0,1263,8.66,16.5
1330,3505,11,-16,1173,70768,3,5,0,1265,9.53,16
1331,3504,12,-15,1094,70768,3,5,0,1264,10.39,15.5
1332,3606,13,-15,1755,71618,3,6,0,1302,11.26,15
1333,3605,14,-14,1746,71618,3,6,0,1301,12.12,14.5
1334,3604,15,-14,1308,71618,3,6,0,1300,12.99,14
1335,3708,16,-13,970,70768,3,7,0,1340,13.86,13.5
1336,3703,17,-13,897,70624,3,7,0,1335,14.72,13
1337,3903,21,-8,212,71085,3,9,0,1407,18.19,8
1338,3901,21,-7,452,71085,3,9,0,1405,18.19,7
1339,3920,21,-6,1004,70939,3,9,2,1422,18.19,6
1340,3923,21,-5,317,70939,3,9,2,1425,18.19,5
1341,3926,21,-4,1210,70952,3,9,2,1428,18.19,4
1342,3930,21,-3,724,71244,3,9,3,1431,18.19,3
1343,3933,21,-2,322,71244,3,9,3,1434,18.19,2
1344,3936,21,-1,1849,71.19,3,9,3,1437,18.19,1
1345,10,21,0,1819,71.49,0,0,1,9,18.19,0
1346,13,21,1,1935,71.49,0,0,1,12,18.19,-1
1347,16,21,2,23,71415,0,0,1,15,18.19,-2
1348,0,21,3,414,71055,0,0,0,0,18.19,-3
1349,3,21,4,417,71055,0,0,0,3,18.19,-4
1350,6,21,5,326,71044,0,0,0,6,18.19,-5
1351,138,21,6,184,71333,0,1,3,71,18.19,-6
1352,135,21,7,86,71333,0,1,3,68,18.19,-7
1353,133,21,8,1301,71307,0,1,3,66,18.19,-8
1354,114,17,13,292,71122,0,1,1,49,14.72,-13
1355,111,16,14,209,71.14,0,1,1,46,13.86,-13.5
1356,110,15,14,125,71.14,0,1,1,45,12.99,-14
1357,216,14,15,1118,71.25,0,2,1,87,12.12,-14.5
1358,212,13,15,252,71201,0,2,1,83,11.26,-15
1359,211,12,16,1306,71201,0,2,1,82,10.39,-15.5
1360,415,11,16,2293,70975,0,4,1,158,9.53,-16
1361,413,10,17,926,71077,0,4,1,156,8.66,-16.5
1362,405,9,17,1307,71542,0,4,0,149,7.79,-17
1363,403,8,18,1750,71501,0,4,0,147,6.93,-17.5
1364,402,7,18,255,71501,0,4,0,146,6.06,-18
1365,400,6,19,1241,71501,0,4,0,144,5.2,-18.5
1366,604,5,19,6,71276,0,6,0,220,4.33,-19
1367,601,4,20,371,71.29,0,6,0,217,3.46,-19.5
1368,1200,-4,20,254,71479,1,2,0,432,-3.46,-19.5
1369,1204,-5,19,1372,71473,1,2,0,436,-4.33,-19
1370,1301,-6,19,36,71494,1,3,0,469,-5.2,-18.5
1371,1302,-7,18,55,71494,1,3,0,470,-6.06,-18
1372,1303,-8,18,57,71494,1,3,0,471,-6.93,-17.5
1373,1304,-9,17,256,71501,1,3,0,472,-7.79,-17
1374,1503,-10,17,805,70982,1,5,0,543,-8.66,-16.5
1375,1505,-11,16,1387,71024,1,5,0,545,-9.53,-16
1376,1601,-12,16,277,71249,1,6,0,577,-10.39,-15.5
1377,1602,-13,15,294,71249,1,6,0,578,-11.26,-15
1378,1606,-14,15,4,71201,1,6,0,582,-12.12,-14.5
1379,1700,-15,14,1123,71206,1,7,0,612,-12.99,-14
1380,1701,-16,14,990,71206,1,7,0,613,-13.86,-13.5
1381,1704,-17,13,282,71251,1,7,0,616,-14.72,-13
1382,1928,-22,6,1952,71103,1,9,2,710,-19.05,-5.5
1383,1925,-22,5,1044,71103,1,9,2,707,-19.05,-4.5
1384,1922,-22,4,826,71.19,1,9,2,704,-19.05,-3.5
1385,1938,-22,3,48,71509,1,9,3,719,-19.05,-2.5
1386,1935,-22,2,224,71509,1,9,3,716,-19.05,-1.5
1387,1932,-22,1,90,71464,1,9,3,713,-19.05,-0.5
1388,2018,-22,0,107,71468,2,0,1,737,-19.05,0.5
1389,2015,-22,-1,1921,71468,2,0,1,734,-19.05,1.5
1390,2012,-22,-2,201,71488,2,0,1,731,-19.05,2.5
1391,2008,-22,-3,1112,71149,2,0,0,728,-19.05,3.5
1392,2005,-22,-4,250,71149,2,0,0,725,-19.05,4.5
1393,2002,-22,-5,586,71.14,2,0,0,722,-19.05,5.5
1394,2216,-15,-15,1659,71576,2,2,1,807,-12.99,15
1395,2218,-14,-15,1675,71576,2,2,1,809,-12.12,15.5
1396,2415,-13,-16,903,70.75,2,4,1,878,-11.26,16
1397,2416,-12,-16,1109,70.75,2,4,1,879,-10.39,16.5
1398,2418,-11,-17,512,70.75,2,4,1,881,-9.53,17
1399,2404,-10,-17,813,71075,2,4,0,868,-8.66,17.5
1400,2406,-9,-18,1128,71075,2,4,0,870,-7.79,18
1401,2408,-8,-18,823,71075,2,4,0,872,-6.93,18.5
1402,3308,8,-18,302,70993,3,3,0,1196,6.93,18.5
1403,3307,9,-18,412,70993,3,3,0,1195,7.79,18
1404,3305,10,-17,880,70993,3,3,0,1193,8.66,17.5
1405,3508,11,-17,891,70768,3,5,0,1268,9.53,17
1406,3507,12,-16,472,70768,3,5,0,1267,10.39,16.5
1407,3506,13,-16,205,70768,3,5,0,1266,11.26,16
1408,3608,14,-15,1838,71618,3,6,0,1304,12.12,15.5
1409,3607,15,-15,1763,71618,3,6,0,1303,12.99,15
1410,3921,22,-5,959,70939,3,9,2,1423,19.05,5.5
1411,3924,22,-4,962,70952,3,9,2,1426,19.05,4.5
1412,3927,22,-3,243,70952,3,9,2,1429,19.05,3.5
1413,3931,22,-2,1844,71244,3,9,3,1432,19.05,2.5
1414,3934,22,-1,399,71.19,3,9,3,1435,19.05,1.5
1415,3937,22,0,1749,71.19,3,9,3,1438,19.05,0.5
1416,11,22,1,1989,71.49,0,0,1,10,19.05,-0.5
1417,14,22,2,236,71415,0,0,1,13,19.05,-1.5
1418,17,22,3,707,71415,0,0,1,16,19.05,-2.5
1419,1,22,4,415,71055,0,0,0,1,19.05,-3.5
1420,4,22,5,1682,71044,0,0,0,4,19.05,-4.5
1421,7,22,6,639,71044,0,0,0,7,19.05,-5.5
1422,215,15,15,989,71.25,0,2,1,86,12.99,-15
1423,214,14,16,1221,71.25,0,2,1,85,12.12,-15.5
1424,210,13,16,993,71201,0,2,1,81,11.26,-16
1425,414,12,17,427,70975,0,4,1,157,10.39,-16.5
1426,412,11,17,311,71077,0,4,1,155,9.53,-17
1427,411,10,18,2290,71077,0,4,1,154,8.66,-17.5
1428,410,9,18,175,71077,0,4,1,153,7.79,-18
1429,401,8,19,40,71501,0,4,0,145,6.93,-18.5
1430,1300,-8,19,1760,71494,1,3,0,468,-6.93,-18.5
1431,1500,-9,18,792,70982,1,5,0,540,-7.79,-18
1432,1501,-10,18,207,70982,1,5,0,541,-8.66,-17.5
1433,1502,-11,17,347,70982,1,5,0,542,-9.53,-17
1434,1504,-12,17,1172,71024,1,5,0,544,-10.39,-16.5
1435,1600,-13,16,283,71249,1,6,0,576,-11.26,-16
1436,1604,-14,16,1111,71201,1,6,0,580,-12.12,-15.5
1437,1605,-15,15,122,71201,1,6,0,581,-12.99,-15
1438,137,22,7,1985,71333,0,1,3,70,19.05,-6.5
1439,1906,-22,7,235,71.51,1,9,0,690,-19.05,-6.5
